TrialIndex,StimType,Order,Dissimilarity,Displacement,Distortion,Delay,ScannerRun,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate2,Ycoordinate2,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,FILLER
128,OLP,2,3,0,3,0,1,,,,-300,3.67E-14,-62.37350725,-293.4442802,222.9434476,200.7391819,300,-7.35E-14,0
129,ERP,1,0,0,0,8,2,,,,-298.3565686,-31.35853898,-77.64571353,289.7777479,150,-259.8076211,299.5888604,15.70078687,0
130,ERP,1,0,0,0,6,2,,,,-296.3065022,-46.93033951,212.1320344,-212.1320344,-222.9434476,200.7391819,298.3565686,31.35853898,0
131,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
132,ERP,2,0,0,0,0,2,,,,-299.5888604,15.70078687,222.9434476,200.7391819,200.7391819,-222.9434476,299.5888604,-15.70078687,0
133,LLP,1,1,1,0,8,2,,,,-293.4442802,-62.37350725,-62.37350725,-293.4442802,-233.1437884,188.7961173,296.3065022,46.93033951,0
134,LLP,1,3,3,0,8,2,,,,-289.7777479,-77.64571353,46.93033951,296.3065022,15.70078687,299.5888604,293.4442802,62.37350725,0
135,ERP,2,0,0,0,0,2,,,,-299.5888604,-15.70078687,-136.1971499,267.3019573,233.1437884,-188.7961173,300,0,0
136,OLP,1,1,0,1,4,2,,,,-285.3169549,-92.70509831,-15.70078687,299.5888604,-251.6011704,163.3917105,289.7777479,77.64571353,0
137,ERP,2,0,0,0,0,2,,,,-296.3065022,-46.93033951,212.1320344,-212.1320344,-222.9434476,200.7391819,298.3565686,31.35853898,0
138,ERP,2,0,0,0,0,2,,,,-298.3565686,-31.35853898,-77.64571353,289.7777479,150,-259.8076211,299.5888604,15.70078687,0
139,OLP,1,3,0,3,4,2,,,,-280.0741279,-107.5103849,77.64571353,289.7777479,-107.5103849,-280.0741279,285.3169549,92.70509831,0
140,OLP,1,4,0,4,6,2,,,,-274.0636373,-122.0209929,251.6011704,-163.3917105,31.35853898,298.3565686,280.0741279,107.5103849,0
141,OLP,2,1,0,1,0,2,,,,-285.3169549,-92.70509831,-15.70078687,299.5888604,-251.6011704,163.3917105,289.7777479,77.64571353,0
142,LLP,2,1,1,0,0,2,,,,-293.4442802,-62.37350725,-62.37350725,-293.4442802,-233.1437884,188.7961173,296.3065022,46.93033951,0
143,LLP,2,3,3,0,0,2,,,,-289.7777479,-77.64571353,46.93033951,296.3065022,15.70078687,299.5888604,293.4442802,62.37350725,0
144,OLP,2,3,0,3,0,2,,,,-280.0741279,-107.5103849,77.64571353,289.7777479,-107.5103849,-280.0741279,285.3169549,92.70509831,0
145,LLP,1,4,4,0,6,2,,,,-267.3019573,-136.1971499,274.0636373,-122.0209929,251.6011704,-163.3917105,274.0636373,122.0209929,0
146,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
147,OLP,2,4,0,4,0,2,,,,-274.0636373,-122.0209929,251.6011704,-163.3917105,31.35853898,298.3565686,280.0741279,107.5103849,0
148,ERP,1,0,0,0,6,2,,,,-259.8076211,-150,-267.3019573,136.1971499,1.84E-14,300,267.3019573,136.1971499,0
149,LLP,1,1,1,0,4,2,,,,-251.6011704,-163.3917105,-267.3019573,136.1971499,-280.0741279,107.5103849,259.8076211,150,0
150,LLP,1,4,4,0,8,2,,,,-242.7050983,-176.3355757,267.3019573,-136.1971499,293.4442802,-62.37350725,251.6011704,163.3917105,0
151,OLP,1,1,0,1,4,2,,,,-233.1437884,-188.7961173,212.1320344,-212.1320344,62.37350725,-293.4442802,242.7050983,176.3355757,0
152,LLP,2,4,4,0,0,2,,,,-267.3019573,-136.1971499,274.0636373,-122.0209929,251.6011704,-163.3917105,274.0636373,122.0209929,0
153,LLP,1,2,2,0,8,2,,,,-222.9434476,-200.7391819,200.7391819,-222.9434476,-222.9434476,200.7391819,233.1437884,188.7961173,0
154,LLP,2,1,1,0,0,2,,,,-251.6011704,-163.3917105,-267.3019573,136.1971499,-280.0741279,107.5103849,259.8076211,150,0
155,ERP,2,0,0,0,0,2,,,,-259.8076211,-150,-267.3019573,136.1971499,1.84E-14,300,267.3019573,136.1971499,0
156,OLP,2,1,0,1,0,2,,,,-233.1437884,-188.7961173,212.1320344,-212.1320344,62.37350725,-293.4442802,242.7050983,176.3355757,0
157,OLP,1,4,0,4,6,2,,,,-212.1320344,-212.1320344,-296.3065022,46.93033951,300,-7.35E-14,222.9434476,200.7391819,0
158,LLP,1,4,4,0,6,2,,,,-200.7391819,-222.9434476,293.4442802,-62.37350725,1.84E-14,300,212.1320344,212.1320344,0
159,LLP,2,4,4,0,0,2,,,,-242.7050983,-176.3355757,267.3019573,-136.1971499,293.4442802,-62.37350725,251.6011704,163.3917105,0
160,ERP,1,0,0,0,6,2,,,,-188.7961173,-233.1437884,-212.1320344,212.1320344,-242.7050983,176.3355757,200.7391819,222.9434476,0
161,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
162,LLP,2,2,2,0,0,2,,,,-222.9434476,-200.7391819,200.7391819,-222.9434476,-222.9434476,200.7391819,233.1437884,188.7961173,0
163,OLP,1,4,0,4,4,2,,,,-176.3355757,-242.7050983,-136.1971499,267.3019573,-298.3565686,31.35853898,188.7961173,233.1437884,0
164,OLP,2,4,0,4,0,2,,,,-212.1320344,-212.1320344,-296.3065022,46.93033951,300,-7.35E-14,222.9434476,200.7391819,0
165,LLP,2,4,4,0,0,2,,,,-200.7391819,-222.9434476,293.4442802,-62.37350725,1.84E-14,300,212.1320344,212.1320344,0
166,LLP,1,3,3,0,6,2,,,,-163.3917105,-251.6011704,-233.1437884,188.7961173,289.7777479,-77.64571353,176.3355757,242.7050983,0
167,ERP,2,0,0,0,0,2,,,,-188.7961173,-233.1437884,-212.1320344,212.1320344,-242.7050983,176.3355757,200.7391819,222.9434476,0
168,OLP,2,4,0,4,0,2,,,,-176.3355757,-242.7050983,-136.1971499,267.3019573,-298.3565686,31.35853898,188.7961173,233.1437884,0
169,OLP,1,2,0,2,4,2,,,,-150,-259.8076211,296.3065022,46.93033951,150,-259.8076211,163.3917105,251.6011704,0
170,ERP,1,0,0,0,4,2,,,,-136.1971499,-267.3019573,-300,3.67E-14,285.3169549,-92.70509831,150,259.8076211,0
171,ERP,1,0,0,0,6,2,,,,-122.0209929,-274.0636373,-289.7777479,77.64571353,-122.0209929,274.0636373,136.1971499,267.3019573,0
172,ERP,1,0,0,0,6,2,,,,-107.5103849,-280.0741279,-299.5888604,15.70078687,267.3019573,-136.1971499,122.0209929,274.0636373,0
173,LLP,2,3,3,0,0,2,,,,-163.3917105,-251.6011704,-233.1437884,188.7961173,289.7777479,-77.64571353,176.3355757,242.7050983,0
174,OLP,2,2,0,2,0,2,,,,-150,-259.8076211,296.3065022,46.93033951,150,-259.8076211,163.3917105,251.6011704,0
175,ERP,2,0,0,0,0,2,,,,-136.1971499,-267.3019573,-300,3.67E-14,285.3169549,-92.70509831,150,259.8076211,0
176,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
177,LLP,1,2,2,0,6,2,,,,-92.70509831,-285.3169549,274.0636373,-122.0209929,259.8076211,-150,107.5103849,280.0741279,0
178,ERP,2,0,0,0,0,2,,,,-122.0209929,-274.0636373,-289.7777479,77.64571353,-122.0209929,274.0636373,136.1971499,267.3019573,0
179,ERP,2,0,0,0,0,2,,,,-107.5103849,-280.0741279,-299.5888604,15.70078687,267.3019573,-136.1971499,122.0209929,274.0636373,0
180,ERP,1,0,0,0,4,2,,,,-77.64571353,-289.7777479,212.1320344,-212.1320344,293.4442802,62.37350725,92.70509831,285.3169549,0
181,LLP,1,1,1,0,4,2,,,,-62.37350725,-293.4442802,163.3917105,-251.6011704,242.7050983,-176.3355757,77.64571353,289.7777479,0
182,LLP,1,1,1,0,4,2,,,,-46.93033951,-296.3065022,212.1320344,-212.1320344,233.1437884,-188.7961173,62.37350725,293.4442802,0
183,LLP,1,2,2,0,6,2,,,,-31.35853898,-298.3565686,-296.3065022,-46.93033951,-299.5888604,15.70078687,46.93033951,296.3065022,0
184,LLP,2,2,2,0,0,2,,,,-92.70509831,-285.3169549,274.0636373,-122.0209929,259.8076211,-150,107.5103849,280.0741279,0
185,ERP,2,0,0,0,0,2,,,,-77.64571353,-289.7777479,212.1320344,-212.1320344,293.4442802,62.37350725,92.70509831,285.3169549,0
186,LLP,2,1,1,0,0,2,,,,-62.37350725,-293.4442802,163.3917105,-251.6011704,242.7050983,-176.3355757,77.64571353,289.7777479,0
187,LLP,2,1,1,0,0,2,,,,-46.93033951,-296.3065022,212.1320344,-212.1320344,233.1437884,-188.7961173,62.37350725,293.4442802,0
188,ERP,1,0,0,0,4,2,,,,-15.70078687,-299.5888604,-259.8076211,150,-298.3565686,31.35853898,31.35853898,298.3565686,0
189,LLP,1,3,3,0,2,2,,,,-5.51E-14,-300,-289.7777479,77.64571353,-298.3565686,31.35853898,15.70078687,299.5888604,0
190,LLP,2,2,2,0,0,2,,,,-31.35853898,-298.3565686,-296.3065022,-46.93033951,-299.5888604,15.70078687,46.93033951,296.3065022,0
191,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
192,LLP,2,3,3,0,0,2,,,,-5.51E-14,-300,-289.7777479,77.64571353,-298.3565686,31.35853898,15.70078687,299.5888604,0
193,ERP,2,0,0,0,0,2,,,,-15.70078687,-299.5888604,-259.8076211,150,-298.3565686,31.35853898,31.35853898,298.3565686,0
194,ERP,1,0,0,0,4,2,,,,15.70078687,-299.5888604,-222.9434476,200.7391819,259.8076211,150,1.84E-14,300,0
195,OLP,1,3,0,3,6,2,,,,31.35853898,-298.3565686,-222.9434476,-200.7391819,289.7777479,77.64571353,-15.70078687,299.5888604,0
196,OLP,1,1,0,1,6,2,,,,46.93033951,-296.3065022,-298.3565686,-31.35853898,-233.1437884,188.7961173,-31.35853898,298.3565686,0
197,LLP,1,3,3,0,2,2,,,,62.37350725,-293.4442802,293.4442802,62.37350725,251.6011704,163.3917105,-46.93033951,296.3065022,0
198,OLP,1,4,0,4,6,2,,,,77.64571353,-289.7777479,-300,3.67E-14,-251.6011704,-163.3917105,-62.37350725,293.4442802,0
199,ERP,2,0,0,0,0,2,,,,15.70078687,-299.5888604,-222.9434476,200.7391819,259.8076211,150,1.84E-14,300,0
200,LLP,2,3,3,0,0,2,,,,62.37350725,-293.4442802,293.4442802,62.37350725,251.6011704,163.3917105,-46.93033951,296.3065022,0
201,LLP,1,4,4,0,2,2,,,,92.70509831,-285.3169549,-289.7777479,77.64571353,222.9434476,200.7391819,-77.64571353,289.7777479,0
202,OLP,2,3,0,3,0,2,,,,31.35853898,-298.3565686,-222.9434476,-200.7391819,289.7777479,77.64571353,-15.70078687,299.5888604,0
203,OLP,2,1,0,1,0,2,,,,46.93033951,-296.3065022,-298.3565686,-31.35853898,-233.1437884,188.7961173,-31.35853898,298.3565686,0
204,LLP,2,4,4,0,0,2,,,,92.70509831,-285.3169549,-289.7777479,77.64571353,222.9434476,200.7391819,-77.64571353,289.7777479,0
205,OLP,2,4,0,4,0,2,,,,77.64571353,-289.7777479,-300,3.67E-14,-251.6011704,-163.3917105,-62.37350725,293.4442802,0
206,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
207,OLP,1,1,0,1,4,2,,,,107.5103849,-280.0741279,289.7777479,77.64571353,293.4442802,62.37350725,-92.70509831,285.3169549,0
208,ERP,1,0,0,0,4,2,,,,122.0209929,-274.0636373,-289.7777479,77.64571353,136.1971499,267.3019573,-107.5103849,280.0741279,0
209,ERP,1,0,0,0,4,2,,,,136.1971499,-267.3019573,163.3917105,251.6011704,-107.5103849,-280.0741279,-122.0209929,274.0636373,0
210,ERP,1,0,0,0,4,2,,,,150,-259.8076211,-293.4442802,62.37350725,296.3065022,-46.93033951,-136.1971499,267.3019573,0
211,OLP,1,3,0,3,4,2,,,,163.3917105,-251.6011704,-222.9434476,-200.7391819,299.5888604,-15.70078687,-150,259.8076211,0
212,OLP,2,1,0,1,0,2,,,,107.5103849,-280.0741279,289.7777479,77.64571353,293.4442802,62.37350725,-92.70509831,285.3169549,0
213,ERP,2,0,0,0,0,2,,,,122.0209929,-274.0636373,-289.7777479,77.64571353,136.1971499,267.3019573,-107.5103849,280.0741279,0
214,ERP,2,0,0,0,0,2,,,,136.1971499,-267.3019573,163.3917105,251.6011704,-107.5103849,-280.0741279,-122.0209929,274.0636373,0
215,ERP,2,0,0,0,0,2,,,,150,-259.8076211,-293.4442802,62.37350725,296.3065022,-46.93033951,-136.1971499,267.3019573,0
216,OLP,2,3,0,3,0,2,,,,163.3917105,-251.6011704,-222.9434476,-200.7391819,299.5888604,-15.70078687,-150,259.8076211,0
217,ERP,1,0,0,0,2,2,,,,176.3355757,-242.7050983,176.3355757,242.7050983,-259.8076211,-150,-163.3917105,251.6011704,0
218,OLP,1,3,0,3,4,2,,,,188.7961173,-233.1437884,77.64571353,289.7777479,298.3565686,31.35853898,-176.3355757,242.7050983,0
219,OLP,1,4,0,4,4,2,,,,200.7391819,-222.9434476,136.1971499,267.3019573,77.64571353,289.7777479,-188.7961173,233.1437884,0
220,ERP,2,0,0,0,0,2,,,,176.3355757,-242.7050983,176.3355757,242.7050983,-259.8076211,-150,-163.3917105,251.6011704,0
221,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
222,OLP,1,1,0,1,2,2,,,,212.1320344,-212.1320344,259.8076211,150,-298.3565686,31.35853898,-200.7391819,222.9434476,0
223,OLP,2,3,0,3,0,2,,,,188.7961173,-233.1437884,77.64571353,289.7777479,298.3565686,31.35853898,-176.3355757,242.7050983,0
224,OLP,2,4,0,4,0,2,,,,200.7391819,-222.9434476,136.1971499,267.3019573,77.64571353,289.7777479,-188.7961173,233.1437884,0
225,OLP,2,1,0,1,0,2,,,,212.1320344,-212.1320344,259.8076211,150,-298.3565686,31.35853898,-200.7391819,222.9434476,0
226,ERP,1,0,0,0,2,2,,,,222.9434476,-200.7391819,212.1320344,212.1320344,-15.70078687,-299.5888604,-212.1320344,212.1320344,0
227,OLP,1,3,0,3,4,2,,,,233.1437884,-188.7961173,233.1437884,188.7961173,-285.3169549,-92.70509831,-222.9434476,200.7391819,0
228,ERP,1,0,0,0,4,2,,,,242.7050983,-176.3355757,122.0209929,274.0636373,212.1320344,212.1320344,-233.1437884,188.7961173,0
229,ERP,2,0,0,0,0,2,,,,222.9434476,-200.7391819,212.1320344,212.1320344,-15.70078687,-299.5888604,-212.1320344,212.1320344,0
230,LLP,1,2,2,0,4,2,,,,251.6011704,-163.3917105,-62.37350725,-293.4442802,-163.3917105,-251.6011704,-242.7050983,176.3355757,0
231,ERP,1,0,0,0,2,2,,,,259.8076211,-150,-242.7050983,-176.3355757,233.1437884,188.7961173,-251.6011704,163.3917105,0
232,OLP,2,3,0,3,0,2,,,,233.1437884,-188.7961173,233.1437884,188.7961173,-285.3169549,-92.70509831,-222.9434476,200.7391819,0
233,ERP,2,0,0,0,0,2,,,,242.7050983,-176.3355757,122.0209929,274.0636373,212.1320344,212.1320344,-233.1437884,188.7961173,0
234,ERP,2,0,0,0,0,2,,,,259.8076211,-150,-242.7050983,-176.3355757,233.1437884,188.7961173,-251.6011704,163.3917105,0
235,LLP,2,2,2,0,0,2,,,,251.6011704,-163.3917105,-62.37350725,-293.4442802,-163.3917105,-251.6011704,-242.7050983,176.3355757,0
236,BL,0,0,0,0,0,2,,,,289.7777479,77.64571353,,,,,,,0
237,OLP,1,2,0,2,4,2,,,,267.3019573,-136.1971499,-46.93033951,-296.3065022,150,259.8076211,-259.8076211,150,0
238,OLP,1,2,0,2,2,2,,,,274.0636373,-122.0209929,-5.51E-14,-300,15.70078687,-299.5888604,-267.3019573,136.1971499,0
239,ERP,1,0,0,0,4,2,,,,280.0741279,-107.5103849,92.70509831,285.3169549,267.3019573,136.1971499,-274.0636373,122.0209929,0
240,LLP,1,1,1,0,2,2,,,,285.3169549,-92.70509831,233.1437884,188.7961173,259.8076211,150,-280.0741279,107.5103849,0
241,OLP,2,2,0,2,0,2,,,,274.0636373,-122.0209929,-5.51E-14,-300,15.70078687,-299.5888604,-267.3019573,136.1971499,0
242,OLP,2,2,0,2,0,2,,,,267.3019573,-136.1971499,-46.93033951,-296.3065022,150,259.8076211,-259.8076211,150,0
243,LLP,2,1,1,0,0,2,,,,285.3169549,-92.70509831,233.1437884,188.7961173,259.8076211,150,-280.0741279,107.5103849,0
244,ERP,2,0,0,0,0,2,,,,280.0741279,-107.5103849,92.70509831,285.3169549,267.3019573,136.1971499,-274.0636373,122.0209929,0
245,ERP,1,0,0,0,2,2,,,,289.7777479,-77.64571353,-15.70078687,-299.5888604,150,259.8076211,-285.3169549,92.70509831,0
246,OLP,1,2,0,2,2,2,,,,293.4442802,-62.37350725,-222.9434476,-200.7391819,-77.64571353,289.7777479,-289.7777479,77.64571353,0
247,LLP,1,3,3,0,2,2,,,,296.3065022,-46.93033951,-136.1971499,-267.3019573,46.93033951,296.3065022,-293.4442802,62.37350725,0
248,ERP,2,0,0,0,0,2,,,,289.7777479,-77.64571353,-15.70078687,-299.5888604,150,259.8076211,-285.3169549,92.70509831,0
249,OLP,2,2,0,2,0,2,,,,293.4442802,-62.37350725,-222.9434476,-200.7391819,-77.64571353,289.7777479,-289.7777479,77.64571353,0
250,LLP,2,3,3,0,0,2,,,,296.3065022,-46.93033951,-136.1971499,-267.3019573,46.93033951,296.3065022,-293.4442802,62.37350725,0
251,OLP,1,4,0,4,2,2,,,,298.3565686,-31.35853898,-150,-259.8076211,-92.70509831,285.3169549,-296.3065022,46.93033951,0
252,LLP,1,1,1,0,2,2,,,,299.5888604,-15.70078687,212.1320344,212.1320344,188.7961173,-233.1437884,-298.3565686,31.35853898,0
253,OLP,1,1,0,1,2,2,,,,300,-7.35E-14,163.3917105,-251.6011704,-233.1437884,-188.7961173,-299.5888604,15.70078687,0
254,OLP,2,4,0,4,0,2,,,,298.3565686,-31.35853898,-150,-259.8076211,-92.70509831,285.3169549,-296.3065022,46.93033951,0
255,LLP,2,1,1,0,0,2,,,,299.5888604,-15.70078687,212.1320344,212.1320344,188.7961173,-233.1437884,-298.3565686,31.35853898,0
256,OLP,2,1,0,1,0,2,,,,300,-7.35E-14,163.3917105,-251.6011704,-233.1437884,-188.7961173,-299.5888604,15.70078687,0
